interactor,other_interactor
http://rdf.glycoinfo.org/dbid/uniprot/Q96M27,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q96S52,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9C0C9,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q9C0E2,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q9P258,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q9UHB9,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q9UIA9,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9UIA9,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/A1L390,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O00161,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O00461,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O00562,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O14579,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O14735,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O14936,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O15155,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O15264,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O15321,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O15400,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O15498,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O43592,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/O43592,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O43617,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/O43617,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O60343,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O60437,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/O60763,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/O60763,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O60784,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O75348,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O75351,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/O75351,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O75427,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O75582,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O75935,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O94832,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/O95070,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O95159,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O95229,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O95379,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P00338,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/P00338,http://rdf.glycoinfo.org/dbid/CHEBI/16908
http://rdf.glycoinfo.org/dbid/uniprot/P07711,http://rdf.glycoinfo.org/dbid/CHEBI/167893
http://rdf.glycoinfo.org/dbid/uniprot/P08133,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/P08133,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P09496,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P09496,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P09496-2,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P0C869,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P10124,http://rdf.glycoinfo.org/dbid/CHEBI/167154
http://rdf.glycoinfo.org/dbid/uniprot/P10321,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P10398,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P10636-8,http://rdf.glycoinfo.org/dbid/CHEBI/16761
http://rdf.glycoinfo.org/dbid/uniprot/P11169,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P11413,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P12273,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P14174,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P14649,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P14649,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/P17301,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P17301,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/P17900,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P18669,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P19105,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P19105,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/P21281,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/P21281,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P22307,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P22307,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P30154,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P30837,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P35241,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P35241,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/P35606,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P35606,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P35611,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P37802,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P37802,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P40222,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P48444,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P48444,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P49354,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P49354,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/P49748,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P50416,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P51692,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P51798,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P51809,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P52735,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P53990-2,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P54920,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P55327,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P55327,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/P60059,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P60660,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P60660,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/P60981,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P61204,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P61619,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P62070,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P82979,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P82979,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q00325,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q01082,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q01082,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q01082,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q01082-3,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q07960,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q07960,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q0JRZ9,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q10567,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q12756,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q12846,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q12929,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q13045,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q13144,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q13277,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q13277,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q13409,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q13409,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q13425,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q13445,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q13470,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q13572,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q13671,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q13765,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q13765,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q13948,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q14008,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q14232,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q14315,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q14315,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q14451,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q14451,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q14451,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q14651,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q14651,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q14739,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q14847,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q14C86,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q15057,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q15149-4,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q15382,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q15382,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q15464,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q15785,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q3YEC7,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q3YEC7,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q3YEC7,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q4V328,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q5VYK3,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q66K74,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q69YQ0,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q6IN85,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q6IQ23,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q6P1K2,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q6PML9,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q6QNY1,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q6S8J3,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q6UB99,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q7L576,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q7L576,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q7Z406,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q7Z406,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q86UR5,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q86UU1,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q8TAE8,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q8WVM8,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q92616,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q92688,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q92783,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q969X5,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q96D71,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q96K12,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9BSJ8,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9BVC6,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9H4G0,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9H5V8,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9H7Z7,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9H900,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q9H9B4,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9NQG5,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q9NYL9,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9P2B2,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q9UEY8,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9ULC5,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9Y263,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q9Y342,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9Y3C0,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q9Y5S2,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q9Y6N5,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/O00186,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/O43837-2,http://rdf.glycoinfo.org/dbid/CHEBI/16761
http://rdf.glycoinfo.org/dbid/uniprot/O43837-2,http://rdf.glycoinfo.org/dbid/CHEBI/16908
http://rdf.glycoinfo.org/dbid/uniprot/O60610,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P01889,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P01889,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/P01889,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P15153,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P15153,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/P15374,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P21283,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/P21283,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P23919,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P29992,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P37268,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P42680,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P45985,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P47712,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P49006,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P49006,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/P49770,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/P50213,http://rdf.glycoinfo.org/dbid/CHEBI/16761
http://rdf.glycoinfo.org/dbid/uniprot/P54252-1,http://rdf.glycoinfo.org/dbid/CHEBI/16761
http://rdf.glycoinfo.org/dbid/uniprot/P56470,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/P56470,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/P61225,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q00978,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q13228,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/Q13228,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q13555,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q14289,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q15404,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q15404,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q15738,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q53H12,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q5JWF2,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q6IQ22,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q7Z7K6,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q86VI3,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q86YS6,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q8IZP0,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q8NBX0,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q8NEY4,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q8NHP6,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q8TD19,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q8WWI1-3,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q92888,http://rdf.glycoinfo.org/dbid/CHEBI/17283
http://rdf.glycoinfo.org/dbid/uniprot/Q9BSD7,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9H3R2,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9UHD8,http://rdf.glycoinfo.org/dbid/CHEBI/16618
http://rdf.glycoinfo.org/dbid/uniprot/Q9UHD8,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/O00458,http://rdf.glycoinfo.org/dbid/CHEBI/16851
http://rdf.glycoinfo.org/dbid/uniprot/O14810,http://rdf.glycoinfo.org/dbid/CHEBI/17283
